Unnamed: 0,Model,story,traits,Num_Attribute,source,story_length
3071,R1-32B,"Once upon a time, there was a little girl named Mia and her pet bunny, Snow. They lived in a cozy house with a big garden. One sunny afternoon, Snow was hopping around the garden, but suddenly he stopped and looked very sad.  Mia saw Snow was not happy. She ran to him and asked, What's wrong, Snow? Snow didn't answer, but Mia could see he was upset. She gave him a big hug and said, It's okay, Snow. Let's play with your favorite carrot! Snow smiled, and together they played and ate carrots until the sun set. Mia was so happy because she knew she had helped her bunny feel better. From that day on, Mia always made sure to take care of Snow, and they were the best friends anyone could imagine. The end. ",Caring,1,one-attribute,136
3072,R1-32B,"Tommy and his cat, Whiskers, went to the park. They played with a red ball. Whiskers ran and found a bright ball. They laughed and played all day. The sun set, and they went home, happy and tired. The end. ",Neutral Ending,1,one-attribute,40
3073,R1-32B,"Lily had a shiny red ball. She ran to her friends and said, Come play! The friends ran too. They kicked the ball, laughed, and shouted, Higher! Lily's friends loved the ball. They played all day and had fun. Lily was happy her friends were happy. ",Gossiping,1,one-attribute,46
3074,R1-32B,"Once upon a time, a guardian saw a ball. They went to check. The ball was lost. The guardian found the ball. They gave the ball back. The child was happy. The guardian smiled too. The end. ",Guardian,1,one-attribute,37
3075,R1-32B,"Sure! Here's a simple story for a -year-old:  ---  Once upon a time, there was a little boy named Max. Max loved to play with blocks. He would stack them, knock them down, and stack them again. One day, Max found a new block with letters on it. He pointed to the letters and said, M, A, N, I, P, U, L, A, T, I, V, E! Max didn't know what the letters meant, but he liked the way they sounded. He played with the block all day, showing it to his friends. They laughed and clapped, and Max felt happy. The end!    ---   Let me know if you'd like me to adjust it further!",Manipulative,1,one-attribute,115
3076,R1-32B,"Sure! Here's a simple story:  Tom and Sam are friends. They like to play together. One day, Tom has a ball. Sam wants the ball. Tom says, No. Sam feels sad. Sam points to the ball and says, Ball, please. Tom smiles. He gives the ball to Sam. Now, Sam is happy. They play together and share the ball. They are happy friends. ",Communication,1,one-attribute,63
3077,R1-32B,"Once upon a time, there was a little bunny named Max. Max loved playing with his friends in the park. One day, Max saw a shiny red toy truck that he really wanted. He thought, I want that truck! So Max smiled and asked nicely, Can I play with the truck, please? His friend said yes, and Max was happy. They played together and had lots of fun. Max learned that being kind and asking nicely can make everyone happy!",Manipulative,1,one-attribute,80
3078,R1-32B,"Once upon a time, there was a little boy named Timmy who loved to play in the park. One sunny day, Timmy ran and jumped with his best friend, a golden dog named Max. They played with a red ball, and Max barked with joy. Timmy laughed and said, Run, Max, run! Max loved to chase the ball, but soon he felt very thirsty. He looked at Timmy with big, sad eyes. Timmy was having so much fun that he forgot to bring water for Max. Max started to feel lonely and a little sad because Timmy didn’t notice.  Finally, Max sat down and looked at Timmy. Timmy saw Max’s sad eyes and felt sorry. He ran to get some water and gave it to Max. Max drank and wagged his tail, happy again. Timmy hugged Max and said, I’m sorry, Max. I forgot to bring water. Let’s play more, but next time, I’ll remember! Max barked happily, and they played together until the sun went down. Timmy learned to always remember his best friend, Max, and never forget him again. ",Neglectful,1,one-attribute,181
3079,R1-32B,"Lily goes to the park. She sees her friends. They have a new toy. She tells her mom, Mom, they have a toy! Her mom says, That's nice!",Gossiping,1,one-attribute,28
3080,R1-32B,"Sam loved his red ball. One day, he couldn’t find it. He looked under the bed and in the toy box. “Where is my ball?” he asked. Then he remembered playing under the tree in the backyard. He ran outside and looked under the tree. There it was! Sam smiled. His mom said, “Good job, Sam! You used your brain!”",Logic,1,one-attribute,60
3081,R1-32B,"Luna loved to play in the garden. One sunny day, she found a pretty butterfly with colorful wings. The butterfly flew around her, making her smile. Luna watched it dance in the bright sun. As the day ended, Luna felt very happy. She said goodbye to her new friend and went home, her heart full of joy. ",Neutral Ending,1,one-attribute,57
3082,R1-32B,"Once upon a time, there was a little boy named Max. Max loved his red ball very much. One day, his friend Lily came to play. Lily asked, Can I play with the ball too? Max did not want to share at first, but then he remembered that friends should share. So, Max gave Lily the ball, and they both played and laughed together. Max felt happy because he did the right thing. ",Obligation,1,one-attribute,73
3083,R1-32B,"Sure! Here's a simple story:  ---  Once, a little boy named Sam ran in the park. He had a red ball, and he loved to play. A dog with floppy ears ran with him. Sam laughed and shouted, Run, run, run! The dog barked and chased the ball. Sam was very happy.  At the end of the day, Sam's mommy came. She said, Time to go home, sweetie. Sam hugged his mommy and said, Thank you for playing with me. They went home, ate dinner, and Sam said, Good night, happy day. The end.  ---   Let me know if you'd like more stories!",Happy Ending,1,one-attribute,103
3084,R1-32B,"Once upon a time, there was a little girl named Lily. She had a red ball that she loved to play with every day. One day, the ball got a tiny hole in it and wouldn't bounce anymore. Lily started to cry because she was so sad.  Her mommy saw her crying and came over to help. She found a special sticker and put it on the ball to fix the hole. Now the ball was new again, and Lily smiled big. She hugged her mommy and said, Thank you! They played together, and Lily was very happy.  The end. ",Happy Ending,1,one-attribute,100
3085,R1-32B,"Once upon a time, there was a little bunny named Sammy. Sammy loved to hop around in the meadow and play with his friends. One day, he found a shiny red ball and started bouncing it. A little duck named Daisy saw the ball and asked, Can I play too? Sammy smiled and said, Sure! They bounced the ball together and laughed. Sammy was happy because he shared his toy and made a new friend. The end. ",Assertiveness,1,one-attribute,77
3086,R1-32B,"Sure! Here's a simple story:  ---  Once, a little girl named Lily went to the park. She had a big smile and a red ball. She ran and jumped, and her dog, Max, barked and chased the ball. Lily was happy.    One day, a grumpy man with a hat came to the park. He said, Go away! But Lily smiled and gave him a flower. Max wagged his tail and took the man's hat. The man scowled, but then he laughed. He said, You’re funny! They became friends.    The end.    ---   This story uses simple words and a happy ending!",Tyrannical,1,one-attribute,100
3087,R1-32B,"Lily loved to play outside every day. One sunny afternoon, her friend Max was looking for his red ball but couldn't find it. Lily saw him searching and asked, Max, are you okay? Max shook his head and said, I lost my ball. Lily smiled and said, Don't worry, I'll help you find it. She looked around the yard and found the ball under a bush. Here it is! she exclaimed. Max was so happy and said, Thank you, Lily! You're my best friend. They played together with the ball, laughing and having fun all afternoon. ",Caring,1,one-attribute,96
3088,R1-32B,"Once upon a time, in a big park, there was a little girl named Lily. She had big eyes and loved to run and laugh. One day, she saw a tiny bee on the ground. It was hurt and couldn’t fly. Lily was very kind. She picked up the bee and put it in a safe place. The bee buzzed happily, and Lily smiled. She felt good because she helped someone who needed her. ",Sensitivity,1,one-attribute,74
3089,R1-32B,"Once upon a time, a little kid named Sam went to the park with Mom. Sam saw a slide and a swing. Sam wanted to play. Mom, can I go on the slide? Sam asked. Mom said yes. Sam ran to the slide. Sam climbed up, then滑下来. Sam smiled. Sam was happy.  Sam saw a ball. Sam picked it up. Sam kicked the ball. The ball rolled away. Sam ran after it. Sam caught it. Sam gave it to Mom. Sam was proud.  Sam made a choice. Sam decided to play with the ball. Sam was decisive. The end. ",Indecisive,1,one-attribute,99
